Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Horace Slughorn",Gratitude,1.0,"And a great one you'll make too!"" boomed Slughorn"
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Draco Malfoy",Friendship,0.9,"That's all right  Argus  that's all right "" said Slughorn  waving it away. ""It's Christmas  and it's not a crime to want to come to a party. Just this once  we'll forget any punishment; you may stay  Draco."
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Horace Slughorn",Gratitude,0.8,"He always spoke very highly of you  sir "" said Malfoy quickly. ""Said you were the best potion-maker he'd ever known. ..."
Chapter 15 - The Unbreakable Vow.txt,"Severus Snape, Draco Malfoy",Anger,1.0,"I'd like a word with you  Draco "" said Snape suddenly"
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Severus Snape",Disgust,0.7,"Now  Severus "" said Slughorn  hiccuping again  ""it's Christmas  don't be too hard ..."
Chapter 15 - The Unbreakable Vow.txt,"Severus Snape, Draco Malfoy",Anger,0.9,"I am his Head of House  and I shall decide how hard  or other-wise  to be "" said Snape curtly. ""Follow me  Draco."
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Resentful,0.8,They left  Snape leading the way  Malfoy looking resentful.
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Anger,0.9,"Who suspects me?"" said Malfoy angrily. ""For the last time  I didn't do it  okay? That Bell girl must 've had an enemy no one knows about �� don't look at me like that! I know what you're do-ing  I'm not stupid  but it won't work �� I can stop you!"
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Anger,0.7,"So put me in detention! Report me to Dumbledore!"""
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Defiance,0.8,"You'd better stop telling me to come to your office then!"""
Chapter 15 - The Unbreakable Vow.txt,"Severus Snape, Draco Malfoy",Frustration,0.7,"Listen to me  I am trying to help you. I swore to your mother I would protect you. I made the Unbreakable Vow  Draco..."""
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Defiance,0.9,Looks like you'll have to break it  then  because I don't need your protection! It's my job  he gave it to me and I'm doing it  I've got a plan and it's going to work  it's just taking a bit longer than I thought it would!
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Draco Malfoy",Anger,0.9,"What is your plan ?"""
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Harry Potter",Anger,0.9,It's none of your business !
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Draco Malfoy",Gratitude,0.7,If you tell me what you are trying to do  I can assist you ...
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Harry Potter",Friendship,0.8,I have all the assistance I need  thanks  I'm not alone!
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Draco Malfoy",Anger,0.9,You were certainly alone tonight  which was foolish in the extreme  wandering the corridors without lookouts or backup  these are elementary mistakes ��
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Harry Potter",Anger,0.9,I would've had Crabbe and Goyle with me if you hadn't put them in detention!
Chapter 15 - The Unbreakable Vow.txt,"Severus Snape, Draco Malfoy",Fear,0.8,Keep your voice down!
Chapter 15 - The Unbreakable Vow.txt,"Draco Malfoy, Severus Snape",Envy,0.8,You want to steal my glory!
Chapter 19 - Elf Tails.txt,"Fred Weasley, George",Sad,0.8,"So  all in all  not one of Ron's better birthdays?"" said Fred"
Chapter 19 - Elf Tails.txt,"Ginny, Fred Weasley",Sad,0.8,"It wasn't how we imagined handing over our present "" said George grimly"
Chapter 19 - Elf Tails.txt,"Harry Potter, Hermione Granger",Sad,0.8,"Yeah  when we pictured the scene  he was conscious "" said Fred"
Chapter 19 - Elf Tails.txt,"Ginny, George",Sad,0.6,"You were in Hogsmeade?"" asked Ginny"
Chapter 19 - Elf Tails.txt,"Fred Weasley, George",Sad,0.6,"We were thinking of buying Zonko's "" said Fred gloomily"
Chapter 19 - Elf Tails.txt,"Harry Potter, Hermione Granger, Ginny",Gratitude,0.7,"Blimey  it was lucky you thought of a bezoar "" said George in a low voice"
Chapter 19 - Elf Tails.txt,"Harry Potter, Hermione Granger, Ginny",Gratitude,0.7,"Lucky there was one in the room "" said Harry"
Chapter 19 - Elf Tails.txt,"Harry Potter, Fred Weasley",Sad,1.0,"So the poison was in the drink?"" "
Chapter 19 - Elf Tails.txt,"Ginny, Fred Weasley",Fear,0.5,"Why would Slughorn want to poison Harry?"""
Chapter 19 - Elf Tails.txt,"Ginny, Fred Weasley",Friendship,0.7,"So you think Slughorn's a Death Eater?"""
Chapter 19 - Elf Tails.txt,"George, Fred Weasley",Friendship,0.7,He could be under the Imperius Curse 
Chapter 19 - Elf Tails.txt,"Ginny, Harry Potter",Friendship,0.8,The poison could have been in the bottle  in which case it was probably meant for Slughorn himself.
Chapter 19 - Elf Tails.txt,"Harry Potter, Ginny",Friendship,0.9,So the poisoner didn't know Slughorn very well 
Chapter 19 - Elf Tails.txt,"Hagrid, Harry Potter",Happy,1.0,"Bin in the forest all day!"" he panted"
Chapter 19 - Elf Tails.txt,"Hagrid, Madam Pomfrey",Fear,0.8,"No more than six visitors at a time!"" said Madam Pomfrey  hurrying out of her office"
Chapter 19 - Elf Tails.txt,"George, Madam Pomfrey",Surprise,0.9,"Hagrid makes six "" George pointed out"
Chapter 19 - Elf Tails.txt,"Hagrid, Ron Weasley",Sad,0.9,"I don' believe this "" said Hagrid hoarsely  shaking his great shaggy head as he stared down at Ron"
Chapter 19 - Elf Tails.txt,"Harry Potter, Fred Weasley",Friendship,0.8,"I cant see anyone trying to bump off a Quidditch team "" sai"
Chapter 19 - Elf Tails.txt,"Hermione Granger, Fred Weasley",Friendship,0.8,"Well  I don't think it's Quidditch  but I think there's a connection between the attacks "" said Hermione quietl"
Chapter 19 - Elf Tails.txt,"Molly Weasley, Harry Potter",Gratitude,1.0,"Dumbledore's told us how you saved him with the bezoar "" she sobbed. ""Oh  Harry  what can we say? You saved Ginny . . . you saved Arthur   . . now you've saved Ro"
Chapter 19 - Elf Tails.txt,"Hagrid, Harry Potter",Happy,0.7,"Don't be ... I didn't. . ."" muttered Harry awkwardly. "
Chapter 19 - Elf Tails.txt,"Arthur Weasley, Harry Potter",Gratitude,0.8,"Half our family does seem to owe you their lives  now I stop and think about it "" Mr. Weasley said in a constricted voice. "
Chapter 19 - Elf Tails.txt,"Hermione Granger, Harry Potter",Friendship,0.9,"It's terrible "" growled Hagrid into his beard  as the three of them walked back along the corridor to the marble staircase. "
Chapter 19 - Elf Tails.txt,"Hagrid, Hermione Granger",Friendship,0.8,"Hasn't he got any ideas  Hagrid?"" asked Hermione desperately. "
Chapter 19 - Elf Tails.txt,"Hagrid, Harry Potter",Fear,0.8,"Wha' worries me "" said Hagrid  lowering his voice and glancing over his shoulder (Harry  for good measure  checked the ceiling for Peeves)  ""is how long Hogwarts can stay open if kids are bein' attacked."" "
Chapter 19 - Elf Tails.txt,"Hagrid, Harry Potter",Betrayal,0.9,"I spect he's got hundreds of ideas  brain like his "" said Hagrid. ""But he doesn' know who sent that necklace nor put poison in that wine  or they'dve bin caught  couldn't they?"" "
Chapter 19 - Elf Tails.txt,"Hagrid, Harry Potter",Guilt,0.8,"I never said tha'""  said Hagrid  though his look of panic could not have been a bigger giveaway. "
Chapter 19 - Elf Tails.txt,"Harry Potter, Hagrid",Surprise,0.9,"What?"" said Harry quickly. ""Dumbledore's angry with Snape?"
Chapter 19 - Elf Tails.txt,"Hagrid, Filch",Anger,0.9,"Oho! Out of bed so late  this'll mean detention!"""
Chapter 19 - Elf Tails.txt,"Hagrid, Filch",Anger,0.85,I'm a ruddy teacher  aren' I  yeh sneakin' Squib!
Chapter 19 - Elf Tails.txt,"Harry Potter, Hermione Granger",Fear,0.7,"Get goin "" said Hagrid out of the corner of his mouth"
Chapter 19 - Elf Tails.txt,"Peeves, Filch",Happy,1.0,Argus! Argus! I'm coming  I'm coming!
Chapter 19 - Elf Tails.txt,"Lavender Brown, Hermione Granger",Envy,0.9,Lavender is scornful of the friendship between Harry and Hermione and believes Hermione is only trying to make up with Ron now that he is 'all interesting'
Chapter 19 - Elf Tails.txt,"Harry Potter, Draco Malfoy",Fear,0.8,"Where're you going?"" Harry demanded"
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendship,0.9,"So how's McLaggen shaping up?"" he asked Harry nervously  apparently forgetting that he had already asked the same question twice"
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Friendship,0.8,"I've told you "" said Harry patiently  ""he could be world-class and I wouldn't want to keep him. He keeps trying to tell everyone what to do  he thinks he could play every position better than the rest of us. I can't wait to be shot of him. And speaking of getting shot of people "" Harry added  getting to his feet and picking up his Firebolt  ""will you stop pretending to be asleep when Lavender comes to see you? She's driving me mad as well."
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendship,0.9,"Yeah . . . well. . . it's not that easy  is it?"" said Ron. He paused. ""Hermione going to look in before the match?"" he added casually"
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Friendship,0.8,No  she's already gone down to the pitch with Ginny.
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendship,0.7,"Oh "" said Ron  looking rather glum. ""Right. Well  good luck. Hope you hammer McLag �� I mean  Smith."
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Friendship,0.9,"I'll try "" said Harry  shouldering his broom. ""See you after the match."
Chapter 19 - Elf Tails.txt,"Harry Potter, Draco Malfoy",Fear,0.8,"Where're you going?"" Harry demanded"
Chapter 19 - Elf Tails.txt,"Minerva McGonagall, Luna",Disgust,0.8,Beside Luna  Professor McGonagall was looking slightly uncomfortable  as though she was indeed having second thoughts about this appointment.
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Happy,0.9,"Nice of you to drop in "" said Ron  grinning"
Chapter 19 - Elf Tails.txt,"Harry Potter, McLaggen",Anger,0.9,"Will you give him back his bat and get back to the goal posts!"" roared Harry  pelting toward McLaggen"
Chapter 19 - Elf Tails.txt,"Harry Potter, Ginny",Friendship,0.8,"McLaggen  will you pay attention to what you're supposed to be doing and leave everyone else alone!"" bellowed Harry  wheeling around to face his Keeper"
Chapter 19 - Elf Tails.txt,"Harry Potter, Luna",Surprise,0.7,"And Harry Potter's now having an argument with his Keeper "" said Luna serenely"
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Friendship,1.0,Harry asked Ron through clenched teeth.
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendship,1.0,Ron apologetically told Harry the final score.
Chapter 19 - Elf Tails.txt,"Harry Potter, Madam Pomfrey",Anger,1.0,Harry said angrily  sitting up and throwing back his covers.
Chapter 19 - Elf Tails.txt,"Madam Pomfrey, Harry Potter",Firm,1.0,Madam Pomfrey pushed him firmly back onto the bed and raising her wand in a threatening manner.
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendly,0.5,Ron's voice shake with laughter.
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Anger,1.0,Harry was still too angry to see much humour in the situation.
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendly,0.5,Ron's snorts subsided.
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Friendly,0.5, Ron said after a long pause.
Chapter 19 - Elf Tails.txt,"Ginny, Harry Potter",Romance,1.0,Harry's imagination zoomed into overdrive  rapidly constructing a scene in which Ginny  weeping over his lifeless form  confessed her feelings of deep attraction to him.
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Gratitude,0.9,"Don't be stupid "" said Ron sharply. ""You couldn't have missed a Quidditch match just to follow Malfoy  you're the Captain!"" "
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Friendship,0.8,"I never said it was all in your head "" said Ron  hoisting himself up on an elbow in turn and frowning at Harry  ""but there's no rule saying only one person at a time can be plotting anything in this place!"""
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Fear,0.6,"I want to catch him at it!"" said Harry in frustration. ""I mean  where's he going when he disappears off the map?"
Chapter 19 - Elf Tails.txt,"Harry Potter, Ron Weasley",Surprise,1.0,What's going �� ?
Chapter 19 - Elf Tails.txt,"Ron Weasley, Harry Potter",Gratitude,0.8,Nice one.
Chapter 19 - Elf Tails.txt,"Dobby, Kreacher",Anger,1.0,Dobby will shut Kreacher's mouth for him!
Chapter 19 - Elf Tails.txt,"Kreacher, Dobby",Anger,1.0,Kreacher will say what he likes about his master!
Chapter 19 - Elf Tails.txt,"Harry Potter, Peeves",Anger,1.0,Harry aimed his wand at Peeves and said  'Langlock!'
Chapter 19 - Elf Tails.txt,"Dobby, Harry Potter",Friendship,1.0,Dobby will do whatever Harry Potter wants him to do!
Chapter 19 - Elf Tails.txt,"Kreacher, Harry Potter",Gratitude,0.5,Kreacher will do whatever Master wants  because Kreacher has no choice  but Kreacher is ashamed to have such a master  yes ��
Chapter 19 - Elf Tails.txt,"Dobby, Harry Potter",Friendship,1.0,Dobby will do it  Harry Potter! Dobby would be honored to help Harry Potter!
Chapter 19 - Elf Tails.txt,"Harry Potter, Kreacher",Fear,0.8,And you're forbidden to tip him off  Kreacher  or to show him what you're up to  or to talk to him at all  or to write him messages or ... or to contact him in any way. Got it?
Chapter 19 - Elf Tails.txt,"Harry Potter, Dobby",Friendship,1.0,"There won't be any need for that "" said Harry hastily"
Chapter 19 - Elf Tails.txt,"Harry Potter, Kreacher",Gratitude,0.5,Master thinks of everything  and Kreacher must obey him even though Kreacher would much rather be the servant of the Malfoy boy  oh yes. . . .
Chapter 19 - Elf Tails.txt,"Harry Potter, Kreacher",Fear,0.8,I'll want regular reports  but make sure I'm not surrounded by people when you turn up. Ron and Hermione are okay. And don't tell anyone what you're doing. Just stick to Malfoy like a couple of wart plasters.
Chapter 9 - The Half-Blood Prince.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,0.9,Ron and Harry were telling Hermione about their conversation with Hagrid the previous evening.
Chapter 9 - The Half-Blood Prince.txt,"Ron Weasley, Hermione Granger",Friendship,0.8,Ron said they were the ones who made the most effort in classes because they like Hagrid.
Chapter 9 - The Half-Blood Prince.txt,"Hermione Granger, Ron Weasley",Friendship,0.7,Hermione said 'But he can't really think we'd continue Care of Magical Creatures!'
Chapter 9 - The Half-Blood Prince.txt,"Hermione Granger, Lavender Brown",Surprise,0.5,Hermione's remonstration was drowned by a loud giggle from Lavender Brown.
Chapter 9 - The Half-Blood Prince.txt,"Ron Weasley, Lavender Brown",Romance,0.8,Lavender Brown laughed at Ron's remark and looked back at him over her shoulder.
Chapter 9 - The Half-Blood Prince.txt,"Ron Weasley, Hermione Granger",Friendship,0.5,Ron looked rather pleased with himself.
Chapter 9 - The Half-Blood Prince.txt,"Harry Potter, Hermione Granger",Sad,0.5,"They avoided Hagrid's eye and returned his cheery wave only half-heartedly when he left the staff table ten minutes later."""
Chapter 9 - The Half-Blood Prince.txt,"Neville, Minerva McGonagall",Fear,0.7,"Neville hung his head. Professor McGonagall peered at him through her square spectacles."""
